Team,Winning_Probability_NB,Winning_Probability_LR
Austria,0.10407702993771907,3.7523145716573653e-19
Austria,0.06855142000324681,1.9672284368379645e-12
Austria,0.06090655283699986,1.5770372994581065e-06
Austria,0.06682156021397201,1.3717707346998739e-11
Austria,0.06297154735398734,4.651165067853837e-09
Azerbaijan,0.06234368728430908,1.248455444282973
Azerbaijan,0.06160009010040666,0.1809738140795735
Azerbaijan,0.06160009010040666,0.1809738140795735
Azerbaijan,0.06160009010040666,0.1809738140795735
Azerbaijan,0.06160009010040666,0.1809738140795735
Azerbaijan,0.06160009010040666,0.1809738140795735
Azerbaijan,0.06160009010040666,0.1809738140795735
Azerbaijan,0.06160009010040666,0.1809738140795735
Bahamas,0.06104146158213686,0.02599338075501638
Bahamas,0.060434386102052075,7.668229788218032e-05
Bahamas,0.06160009010040666,0.1809738140795735
Bahamas,0.06066290942722585,0.0037284879019391344
Bahamas,0.06234368728430908,1.248455444282973
Bahamas,0.060434386102052075,7.668229788218032e-05
Bahamas,0.060434386102052075,7.668229788218032e-05
Bahamas,0.060582430289532474,1.0996859188463515e-05
Bahamas,0.06160009010040666,0.1809738140795735
Bahamas,0.060434386102052075,7.668229788218032e-05
Bahamas,0.06066290942722585,0.0037284879019391344
Bahamas,0.06160009010040666,0.1809738140795735
Bahrain,0.06160009010040666,0.1809738140795735
Bahrain,0.06160009010040666,0.1809738140795735
Bahrain,0.06160009010040666,0.1809738140795735
Bahrain,0.06160009010040666,0.1809738140795735
Bahrain,0.06160009010040666,0.1809738140795735
Bahrain,0.06160009010040666,0.1809738140795735
Bahrain,0.06160009010040666,0.1809738140795735
Bahrain,0.06160009010040666,0.1809738140795735
Bangladesh,0.06160009010040666,0.1809738140795735
Bangladesh,0.06234368728430908,1.248455444282973
Bangladesh,0.06234368728430908,1.248455444282973
Bangladesh,0.06160009010040666,0.1809738140795735
Bangladesh,0.06160009010040666,0.1809738140795735
Bangladesh,0.06160009010040666,0.1809738140795735
Bangladesh,0.06234368728430908,1.248455444282973
Bangladesh,0.06160009010040666,0.1809738140795735
Bangladesh,0.06160009010040666,0.1809738140795735
Bangladesh,0.06160009010040666,0.1809738140795735
Barbados,0.06160009010040666,0.1809738140795735
Barbados,0.06104146158213686,0.02599338075501638
Barbados,0.06104146158213686,0.02599338075501638
Barbados,0.06066290942722585,0.0037284879019391344
Barbados,0.06046113513180241,0.0005347119243011379
Barbados,0.061409574666972964,2.2615970620163892e-07
Barbados,0.06046113513180241,0.0005347119243011379
Barbados,0.06104146158213686,0.02599338075501638
Barbados,0.06160009010040666,0.1809738140795735
Barbados,0.06104146158213686,0.02599338075501638
Barbados,0.06234368728430908,1.248455444282973
Belarus,0.07815546253976871,8.320469529819985e-16
Belarus,0.07815546253976871,8.320469529819985e-16
Belarus,0.07277452469350339,4.0457711584945146e-14
Belarus,0.06682156021397201,1.3717707346998739e-11
Belarus,0.07069115044405884,2.571176914674832e-07
Belarus,0.06160287981766322,1.1725382673305806e-05
Belarus,0.08134491785926884,1.1932215677778681e-16
Belgium,0.06234368728430908,1.248455444282973
Belgium,0.060582430289532474,1.0996859188463515e-05
Belgium,0.060434386102052075,7.668229788218032e-05
Belgium,0.07300357831803979,2.097554037972733e-12
Belgium,0.06062462341486143,0.003975484183852637
Belgium,0.06090655283699986,1.5770372994581065e-06
Belgium,0.06090655283699986,1.5770372994581065e-06
Belgium,0.06532377543354,9.565513152109337e-11
Belgium,0.060434386102052075,7.668229788218032e-05
Belgium,0.06104146158213686,0.02599338075501638
Belgium,0.06160009010040666,0.1809738140795735
Belgium,0.06297154735398734,4.651165067853837e-09
Belgium,0.061409574666972964,2.2615970620163892e-07
Belgium,0.1166879273133197,1.488448854931466e-22
Belgium,0.08134491785926884,1.1932215677778681e-16
Belgium,0.06160287981766322,1.1725382673305806e-05
Belgium,0.07815546253976871,8.320469529819985e-16
Belgium,0.09331819638758942,3.5191750942732015e-19
Belgium,0.06316976617680355,2.411424092981295e-07
Belgium,0.10375058249968219,7.237480320784493e-21
Belgium,0.061409574666972964,2.2615970620163892e-07
Belgium,0.07530820227104658,5.801957915124718e-15
Belgium,0.08517654187099806,8.871686751415472e-16
Belgium,0.06066290942722585,0.0037284879019391344
Belgium,0.06090655283699986,1.5770372994581065e-06
Benin,0.06160009010040666,0.1809738140795735
Benin,0.06160009010040666,0.1809738140795735
Benin,0.06234368728430908,1.248455444282973
Benin,0.06160009010040666,0.1809738140795735
Benin,0.06160009010040666,0.1809738140795735
Benin,0.06160009010040666,0.1809738140795735
Bermuda,0.061409574666972964,2.2615970620163892e-07
Bermuda,0.06297154735398734,4.651165067853837e-09
Bermuda,0.060434386102052075,7.668229788218032e-05
Bermuda,0.06160009010040666,0.1809738140795735
Bermuda,0.06234368728430908,1.248455444282973
Bermuda,0.06682156021397201,1.3717707346998739e-11
Bermuda,0.06160009010040666,0.1809738140795735
Bermuda,0.06234368728430908,1.248455444282973
Bermuda,0.06160009010040666,0.1809738140795735
Bermuda,0.06234368728430908,1.248455444282973
Bermuda,0.06160009010040666,0.1809738140795735
Bermuda,0.06160009010040666,0.1809738140795735
Bhutan,0.06234368728430908,1.248455444282973
Bhutan,0.06234368728430908,1.248455444282973
Bolivia,0.06234368728430908,1.248455444282973
Bolivia,0.06066290942722585,0.0037284879019391344
Bolivia,0.060434386102052075,7.668229788218032e-05
Bolivia,0.06160009010040666,0.1809738140795735
Bolivia,0.06160009010040666,0.1809738140795735
Bolivia,0.06160009010040666,0.1809738140795735
Bolivia,0.06160009010040666,0.1809738140795735
Bolivia,0.06160009010040666,0.1809738140795735
Bolivia,0.06160009010040666,0.1809738140795735
Bolivia,0.06160009010040666,0.1809738140795735
Bolivia,0.06160009010040666,0.1809738140795735
Bosnia & Herzegovina,0.06104146158213686,0.02599338075501638
Bosnia and Herzegovina,0.06066290942722585,0.0037284879019391344
Bosnia and Herzegovina,0.06104146158213686,0.02599338075501638
Bosnia and Herzegovina,0.06160009010040666,0.1809738140795735
Bosnia and Herzegovina,0.06234368728430908,1.248455444282973
Bosnia and Herzegovina,0.06234368728430908,1.248455444282973
Bosnia and Herzegovina,0.06160009010040666,0.1809738140795735
Bosnia and Herzegovina,0.06160009010040666,0.1809738140795735
Bosnia and Herzegovina,0.06104146158213686,0.02599338075501638
Botswana,0.06160009010040666,0.1809738140795735
Botswana,0.06160009010040666,0.1809738140795735
Botswana,0.06160009010040666,0.1809738140795735
Botswana,0.06160009010040666,0.1809738140795735
Brazil,0.06160009010040666,0.1809738140795735
Brazil,0.06404430416218325,6.670140975324718e-10
Brazil,0.0982543753662854,5.046777238020025e-20
Brazil,0.0849093272101987,1.711174717613644e-17
Brazil,0.07300357831803979,2.097554037972733e-12
Brazil,0.06066290942722585,0.0037284879019391344
Brazil,0.06160287981766322,1.1725382673305806e-05
Brazil,0.06090655283699986,1.5770372994581065e-06
Brazil,0.061409574666972964,2.2615970620163892e-07
Brazil,0.1778963445933306,1.2947129074209363e-27
Brazil,0.07052948909216716,2.821162184619908e-13
Brazil,0.182690227513507,1.075427883086289e-15
Brazil,0.10407702993771907,3.7523145716573653e-19
Brazil,0.63186803543884,1.4048367527953272e-38
Brazil,0.09361184946190693,1.8245371871385873e-17
Brazil,0.10658967821867757,2.3846787794195452e-12
Brazil,0.1624470217671987,5.2291942141460514e-14
Brazil,0.4064712615437267,3.3214890088947793e-35
Brazil,1.1104918983372507,1.5971385395999153e-38
Brazil,0.16534112962181471,1.6921959264691667e-22
Brazil,5.633372094057005,2.3308260763710204e-50
Brazil,0.6834675615645711,3.7761527055779757e-35
Brazil,0.3007724496423746,1.1261935585415737e-32
British Virgin Islands,0.06234368728430908,1.248455444282973
British Virgin Islands,0.06234368728430908,1.248455444282973
Brunei,0.06234368728430908,1.248455444282973
Brunei,0.06234368728430908,1.248455444282973
Brunei Darussalam,0.06160009010040666,0.1809738140795735
Bulgaria,0.060582430289532474,1.0996859188463515e-05
Bulgaria,0.06046113513180241,0.0005347119243011379
Bulgaria,0.061409574666972964,2.2615970620163892e-07
Bulgaria,0.13276076189126346,3.0611205772600282e-24
Bulgaria,0.09811300668670488,1.1595336769711459e-10
Bulgaria,0.06297154735398734,4.651165067853837e-09
Bulgaria,0.06160009010040666,0.1809738140795735
Bulgaria,0.06297154735398734,4.651165067853837e-09
Bulgaria,0.06404430416218325,6.670140975324718e-10
Bulgaria,0.06090655283699986,1.5770372994581065e-06
Bulgaria,0.060582430289532474,1.0996859188463515e-05
Bulgaria,0.06066290942722585,0.0037284879019391344
Bulgaria,0.062095893388879726,3.2433102333676496e-08
Bulgaria,0.060434386102052075,7.668229788218032e-05
Burkina Faso,0.06234368728430908,1.248455444282973
Burkina Faso,0.06160009010040666,0.1809738140795735
Burkina Faso,0.06160009010040666,0.1809738140795735
Burkina Faso,0.06160009010040666,0.1809738140795735
Burkina Faso,0.06160009010040666,0.1809738140795735
Burkina Faso,0.06160009010040666,0.1809738140795735
Burundi,0.06160009010040666,0.1809738140795735
Burundi,0.06234368728430908,1.248455444282973
Burundi,0.06160009010040666,0.1809738140795735
Burundi,0.06160009010040666,0.1809738140795735
Burundi,0.06160009010040666,0.1809738140795735
Burundi,0.06160009010040666,0.1809738140795735
Cabo Verde,0.06160009010040666,0.1809738140795735
Cambodia,0.06297154735398734,4.651165067853837e-09
Cambodia,0.06160009010040666,0.1809738140795735
Cambodia,0.06160009010040666,0.1809738140795735
Cambodia,0.06160009010040666,0.1809738140795735
Cambodia,0.06160009010040666,0.1809738140795735
Cambodia,0.06160009010040666,0.1809738140795735
Cambodia,0.06160009010040666,0.1809738140795735
Cambodia,0.06160009010040666,0.1809738140795735
Cambodia,0.06160009010040666,0.1809738140795735
Cameroon,0.06234368728430908,1.248455444282973
Cameroon,0.06160009010040666,0.1809738140795735
Cameroon,0.06160009010040666,0.1809738140795735
Cameroon,0.06160009010040666,0.1809738140795735
Cameroon,0.06160009010040666,0.1809738140795735
Canada,0.06160009010040666,0.1809738140795735
Canada,0.06666170991725852,82.9738926810047
Canada,0.06556048483967117,0.029550446338287767
Canada,0.06104146158213686,0.02599338075501638
Canada,0.10464745239267678,9.911251100517251e-05
Canada,0.14222263287535983,4.389890596035064e-25
Canada,0.1166879273133197,1.488448854931466e-22
Canada,0.09331819638758942,3.5191750942732015e-19
Canada,0.0982543753662854,5.046777238020025e-20
Canada,0.07277452469350339,4.0457711584945146e-14
Canada,0.07530820227104658,5.801957915124718e-15
Canada,0.63186803543884,1.4048367527953272e-38
Canada,9.996200326483857,5.204048926767264e-35
Canada,98.16931527095286,1.3435413021735315e-58
Canada,99.99996604920324,1.1981194244808553e-34
Canada,99.94684843796506,3.143018017445954e-32
Canada,76.08440095243131,2.668145477767857e-38
Canada,17.54493906813895,1.252109609273015e-42
Canada,1.4615504175758975,1.1874838005426836e-37
Canada,29.90698069854638,1.2297468835122127e-59
Canada,0.63186803543884,1.4048367527953272e-38
Canada,12.26181805126722,1.4137615606733023e-54
Canada,5.146519647071688,3.046400765093155e-45
Canada,99.09919341200121,1.6477921302538759e-25
Canada,99.34802377162791,3.3888234589018015e-27
Canada,85.86077815232028,3.651896155229463e-50
Cape Verde,0.06160009010040666,0.1809738140795735
Cayman Islands,0.06046113513180241,0.0005347119243011379
Cayman Islands,0.06066290942722585,0.0037284879019391344
Cayman Islands,0.06046113513180241,0.0005347119243011379
Cayman Islands,0.06160009010040666,0.1809738140795735
Cayman Islands,0.06160009010040666,0.1809738140795735
Cayman Islands,0.06104146158213686,0.02599338075501638
Centr Afric Re,0.06160009010040666,0.1809738140795735
Central African Republic,0.06234368728430908,1.248455444282973
Central African Republic,0.06160009010040666,0.1809738140795735
Central African Republic,0.06234368728430908,1.248455444282973
Chicago Athletic Association-2,0.09500586900781739,99.63017642536282
Chile,0.06066290942722585,0.0037284879019391344
Chile,0.06066290942722585,0.0037284879019391344
Chile,0.06234368728430908,1.248455444282973
Chile,0.06160009010040666,0.1809738140795735
Chile,0.06104146158213686,0.02599338075501638
Chile,0.060434386102052075,7.668229788218032e-05
Chile,0.06104146158213686,0.02599338075501638
Chile,0.06160009010040666,0.1809738140795735
Chile,0.06104146158213686,0.02599338075501638
Chile,0.06104146158213686,0.02599338075501638
Chile,0.06104146158213686,0.02599338075501638
China,0.06104146158213686,0.02599338075501638
China,0.06234368728430908,1.248455444282973
China,0.06234368728430908,1.248455444282973
China,0.15279824350303106,6.295452583055815e-26
China,3.1004966578560578,2.6039496274216234e-39
China,55.289202403348305,6.495114209281016e-13
China,50.47427495724238,1.08971896532653e-19
China,0.9058279386121718,4.143292952007113e-41
China,10.087820225849415,2.960392584303229e-39
China,98.71615239162526,1.3442610689058805e-30
China,99.95149109343724,5.2732041833533214e-39
China,65.7031245506531,9.473740208669943e-53
China,98.91791483026103,1.9277773861126447e-31
China,100.0,9.62962542903257e-10
Chinese Taipei,0.06234368728430908,1.248455444282973
Chinese Taipei,0.06855142000324681,1.9672284368379645e-12
Chinese Taipei,0.06532377543354,9.565513152109337e-11
Chinese Taipei,0.06855142000324681,1.9672284368379645e-12
Chinese Taipei,0.1927811019972126,1.8567213781365483e-28
Chinese Taipei,0.13276076189126346,3.0611205772600282e-24
Chinese Taipei,0.08134491785926884,1.1932215677778681e-16
Chinese Taipei,0.07530820227104658,5.801957915124718e-15
Chinese Taipei,0.06090655283699986,1.5770372994581065e-06
Chinese Taipei,0.06066290942722585,0.0037284879019391344
Chinese Taipei,0.06160009010040666,0.1809738140795735
Chinese Taipei,0.06046113513180241,0.0005347119243011379
Chinese Taipei,0.06160009010040666,0.1809738140795735
Colombia,0.06066290942722585,0.0037284879019391344
Colombia,0.06104146158213686,0.02599338075501638
Colombia,0.06160009010040666,0.1809738140795735
Colombia,0.1778963445933306,1.2947129074209363e-27
Colombia,0.06532377543354,9.565513152109337e-11
Colombia,0.062095893388879726,3.2433102333676496e-08
Colombia,0.06066290942722585,0.0037284879019391344
Colombia,0.06104146158213686,0.02599338075501638
Colombia,0.06160009010040666,0.1809738140795735
Colombia,0.06066290942722585,0.0037284879019391344
Colombia,0.06090655283699986,1.5770372994581065e-06
Colombia,0.06090655283699986,1.5770372994581065e-06
Colombia,0.060434386102052075,7.668229788218032e-05
Colombia,0.06404430416218325,6.670140975324718e-10
Colombia,0.060434386102052075,7.668229788218032e-05
Colombia,0.06046113513180241,0.0005347119243011379
Colombia,0.06066290942722585,0.0037284879019391344
Colombia,0.06160009010040666,0.1809738140795735
Comoros,0.06234368728430908,1.248455444282973
Comoros,0.06234368728430908,1.248455444282973
Comoros,0.06160009010040666,0.1809738140795735
Comoros,0.06160009010040666,0.1809738140795735
Congo,0.06160009010040666,0.1809738140795735
Congo (Brazzaville),0.06234368728430908,1.248455444282973
Congo (Brazzaville),0.06160009010040666,0.1809738140795735
Congo (Brazzaville),0.06160009010040666,0.1809738140795735
Congo (Brazzaville),0.06160009010040666,0.1809738140795735
Congo (Brazzaville),0.06234368728430908,1.248455444282973
Congo (Brazzaville),0.06160009010040666,0.1809738140795735
Congo (Brazzaville),0.06160009010040666,0.1809738140795735
Congo (Kinshasa),0.06234368728430908,1.248455444282973
Cook Islands,0.06234368728430908,1.248455444282973
Cook Islands,0.06160009010040666,0.1809738140795735
Cook Islands,0.06160009010040666,0.1809738140795735
Cook Islands,0.06104146158213686,0.02599338075501638
Cook Islands,0.06234368728430908,1.248455444282973
Costa Rica,0.06234368728430908,1.248455444282973
Costa Rica,0.06046113513180241,0.0005347119243011379
Costa Rica,0.06090655283699986,1.5770372994581065e-06
Costa Rica,0.06104146158213686,0.02599338075501638
Costa Rica,0.10407702993771907,3.7523145716573653e-19
Costa Rica,0.06160009010040666,0.1809738140795735
Costa Rica,0.060853865655121374,0.1929398952875489
Costa Rica,0.06542922939149562,1.4169294289108112
Costa Rica,0.06160009010040666,0.1809738140795735
Costa Rica,0.06160009010040666,0.1809738140795735
Costa Rica,0.06160009010040666,0.1809738140795735
Costa Rica,0.06234368728430908,1.248455444282973
Costa Rica,0.06160009010040666,0.1809738140795735
Costa Rica,0.06160009010040666,0.1809738140795735
Cote d'Ivoire,0.06234368728430908,1.248455444282973
Cote d'Ivoire,0.06160009010040666,0.1809738140795735
Cote d'Ivoire,0.06234368728430908,1.248455444282973
Cote d'Ivoire,0.06160009010040666,0.1809738140795735
Cote d'Ivoire,0.06160009010040666,0.1809738140795735
Croatia,0.10987072544922746,1.0379122937927183e-21
Croatia,0.10375058249968219,7.237480320784493e-21
Croatia,0.09856354625118693,2.61653157325319e-18
Croatia,0.08888615067434136,2.4539607674483942e-18
Croatia,0.06046113513180241,0.0005347119243011379
Croatia,0.06066290942722585,0.0037284879019391344
Croatia,0.06046113513180241,0.0005347119243011379
Croatia,0.06046113513180241,0.0005347119243011379
Cuba,0.06160009010040666,0.1809738140795735
Cuba,0.06160009010040666,0.1809738140795735
Cuba,0.06104146158213686,0.02599338075501638
Cuba,0.06160009010040666,0.1809738140795735
Cuba,0.061409574666972964,2.2615970620163892e-07
Cuba,0.06066290942722585,0.0037284879019391344
Cuba,0.06540028383108593,0.2056955494883018
Cuba,0.06682156021397201,1.3717707346998739e-11
Cuba,0.06104146158213686,0.02599338075501638
Cuba,0.06160009010040666,0.1809738140795735
Cuba,0.06066290942722585,0.0037284879019391344
Cuba,0.06160009010040666,0.1809738140795735
Cuba,0.06066290942722585,0.0037284879019391344
Cuba,0.06160009010040666,0.1809738140795735
Cyprus,0.06046113513180241,0.0005347119243011379
Cyprus,0.06104146158213686,0.02599338075501638
Cyprus,0.06066290942722585,0.0037284879019391344
Cyprus,0.060582430289532474,1.0996859188463515e-05
Cyprus,0.060434386102052075,7.668229788218032e-05
Cyprus,0.06104146158213686,0.02599338075501638
Cyprus,0.06234368728430908,1.248455444282973
Cyprus,0.06160009010040666,0.1809738140795735
Cyprus,0.06066290942722585,0.0037284879019391344
Cyprus,0.06160009010040666,0.1809738140795735
Czech Republic,0.12428593384241549,2.1345541497066474e-23
Czech Republic,0.06855142000324681,1.9672284368379645e-12
Czech Republic,0.07815546253976871,8.320469529819985e-16
Czech Republic,0.06682156021397201,1.3717707346998739e-11
Czech Republic,0.061409574666972964,2.2615970620163892e-07
Czech Republic,0.07277452469350339,4.0457711584945146e-14
Czech Republic,0.07052948909216716,2.821162184619908e-13
Czechia,0.061409574666972964,2.2615970620163892e-07
Czechoslovakia,0.060434386102052075,7.668229788218032e-05
Czechoslovakia,0.07052948909216716,2.821162184619908e-13
Czechoslovakia,0.06160009010040666,0.1809738140795735
Czechoslovakia,0.06066290942722585,0.0037284879019391344
Czechoslovakia,0.06066290942722585,0.0037284879019391344
Czechoslovakia,0.06066290942722585,0.0037284879019391344
Czechoslovakia,0.06160009010040666,0.1809738140795735
Czechoslovakia,0.06104146158213686,0.02599338075501638
Czechoslovakia,0.06046113513180241,0.0005347119243011379
Czechoslovakia,0.06160009010040666,0.1809738140795735
Czechoslovakia,0.060582430289532474,1.0996859188463515e-05
Czechoslovakia,0.06066290942722585,0.0037284879019391344
Czechoslovakia,0.07277452469350339,4.0457711584945146e-14
Czechoslovakia,0.06855142000324681,1.9672284368379645e-12
Czechoslovakia,0.07815546253976871,8.320469529819985e-16
DR Congo,0.06160009010040666,0.1809738140795735
Denmark,0.06253993099603407,39.59354258404274
Denmark,0.06104146158213686,0.02599338075501638
Denmark,0.06316976617680355,2.411424092981295e-07
Denmark,0.06160009010040666,0.1809738140795735
Denmark,0.061409574666972964,2.2615970620163892e-07
Denmark,0.06090655283699986,1.5770372994581065e-06
Denmark,0.061233608695888564,1.3300634640263618
Denmark,0.1538987274678392,1.179987441133257e-21
Denmark,0.5110365657336149,98.03670446694606
Denmark,0.06855142000324681,1.9672284368379645e-12
Denmark,0.06160009010040666,0.1809738140795735
Denmark,0.06066290942722585,0.0037284879019391344
Denmark,0.06066290942722585,0.0037284879019391344
Denmark,0.06090655283699986,1.5770372994581065e-06
Denmark,0.06532377543354,9.565513152109337e-11
Denmark,0.06066290942722585,0.0037284879019391344
Denmark,0.0617939945850531,8.592075828437993
Denmark,0.060582430289532474,1.0996859188463515e-05
Denmark,0.7127259012964371,1.044506061928294e-37
Denmark,0.13276076189126346,3.0611205772600282e-24
Denmark,0.08888615067434136,2.4539607674483942e-18
Denmark,0.07530820227104658,5.801957915124718e-15
Denmark,0.07277452469350339,4.0457711584945146e-14
Denmark,0.08916586946428343,1.2722705054587307e-16
Denmark,0.12428593384241549,2.1345541497066474e-23
Denmark,0.24499216565578658,5.575619604633258e-14
Denmark,0.08160092427489343,6.186327945004249e-15
Denmark,0.07052948909216716,2.821162184619908e-13
Deutscher Schwimm Verband Berlin,0.09500586900781739,99.63017642536282
Djibouti,0.06234368728430908,1.248455444282973
Djibouti,0.06234368728430908,1.248455444282973
Djibouti,0.06234368728430908,1.248455444282973
Djibouti,0.06160009010040666,0.1809738140795735
Dominica,0.06234368728430908,1.248455444282973
Dominica,0.06160009010040666,0.1809738140795735
Dominica,0.06160009010040666,0.1809738140795735
Dominican Republic,0.06234368728430908,1.248455444282973
Dominican Republic,0.06234368728430908,1.248455444282973
Dominican Republic,0.06160009010040666,0.1809738140795735
Dominican Republic,0.06160009010040666,0.1809738140795735
Dominican Republic,0.06066290942722585,0.0037284879019391344
Dominican Republic,0.06160009010040666,0.1809738140795735
EOR,0.06160009010040666,0.1809738140795735
East Germany,73.47242309027367,8.102137581587217e-19
